nm	T	R	A
 781.000000	  64.515067	  29.139191	   6.345742
 780.000000	  64.413974	  29.106137	   6.479889
 779.000000	  64.281555	  29.099268	   6.619177
 778.000000	  64.221562	  29.192506	   6.585932
 777.000000	  64.119908	  29.226174	   6.653918
 776.000000	  64.101895	  29.339377	   6.558728
 775.000000	  63.928705	  29.379015	   6.692280
 774.000000	  63.793552	  29.389753	   6.816695
 773.000000	  63.836961	  29.386352	   6.776687
 772.000000	  63.811323	  29.465844	   6.722833
 771.000000	  63.794891	  29.550550	   6.654559
 770.000000	  63.724458	  29.558623	   6.716919
 769.000000	  63.501245	  29.522604	   6.976151
 768.000000	  63.359815	  29.615742	   7.024443
 767.000000	  63.450655	  29.700713	   6.848632
 766.000000	  63.525743	  29.721393	   6.752864
 765.000000	  63.420340	  29.735405	   6.844255
 764.000000	  63.269869	  29.726874	   7.003257
 763.000000	  63.191930	  29.685746	   7.122324
 762.000000	  63.207200	  29.787787	   7.005013
 761.000000	  63.104643	  29.779623	   7.115734
 760.000000	  63.196828	  29.820681	   6.982491
 759.000000	  63.036132	  29.762334	   7.201534
 758.000000	  63.114066	  29.820828	   7.065106
 757.000000	  62.942358	  29.874197	   7.183445
 756.000000	  62.813380	  29.885594	   7.301026
 755.000000	  62.809562	  29.918816	   7.271622
 754.000000	  62.918876	  29.890659	   7.190465
 753.000000	  62.828298	  29.877058	   7.294644
 752.000000	  62.795500	  29.900663	   7.303837
 751.000000	  62.725202	  29.903934	   7.370864
 750.000000	  62.770146	  29.905719	   7.324135
 749.000000	  62.656870	  29.878763	   7.464367
 748.000000	  62.772075	  29.910693	   7.317232
 747.000000	  62.789535	  29.874927	   7.335538
 746.000000	  62.660342	  29.931920	   7.407738
 745.000000	  62.621986	  29.867812	   7.510202
 744.000000	  62.588259	  29.817785	   7.593956
 743.000000	  62.521164	  29.838809	   7.640027
 742.000000	  62.612500	  29.860549	   7.526951
 741.000000	  62.699445	  29.828888	   7.471667
 740.000000	  62.494822	  29.739979	   7.765199
 739.000000	  62.594487	  29.751154	   7.654359
 738.000000	  62.615645	  29.731540	   7.652815
 737.000000	  62.605960	  29.698672	   7.695368
 736.000000	  62.657674	  29.745286	   7.597040
 735.000000	  62.702665	  29.673953	   7.623382
 734.000000	  62.546731	  29.600006	   7.853263
 733.000000	  62.681497	  29.581939	   7.736564
 732.000000	  62.754092	  29.553468	   7.692440
 731.000000	  62.828799	  29.546395	   7.624806
 730.000000	  62.696810	  29.533531	   7.769659
 729.000000	  62.717812	  29.457272	   7.824916
 728.000000	  62.718962	  29.364815	   7.916223
 727.000000	  62.722413	  29.338244	   7.939343
 726.000000	  62.873615	  29.289891	   7.836494
 725.000000	  62.735598	  29.202630	   8.061772
 724.000000	  62.989590	  29.225486	   7.784924
 723.000000	  62.984996	  29.178550	   7.836454
 722.000000	  62.908911	  29.072336	   8.018753
 721.000000	  63.031585	  29.069286	   7.899129
 720.000000	  63.063744	  28.947851	   7.988405
 719.000000	  63.059157	  28.883858	   8.056985
 718.000000	  63.150447	  28.864390	   7.985163
 717.000000	  63.102442	  28.814681	   8.082877
 716.000000	  63.170519	  28.675781	   8.153700
 715.000000	  63.226312	  28.644154	   8.129534
 714.000000	  63.405486	  28.599638	   7.994876
 713.000000	  63.436006	  28.530254	   8.033740
 712.000000	  63.422249	  28.436329	   8.141422
 711.000000	  63.467254	  28.396122	   8.136624
 710.000000	  63.544981	  28.288140	   8.166879
 709.000000	  63.628517	  28.181086	   8.190397
 708.000000	  63.678315	  28.131570	   8.190115
 707.000000	  63.738145	  28.035690	   8.226165
 706.000000	  63.827076	  28.003923	   8.169001
 705.000000	  63.979878	  27.917204	   8.102918
 704.000000	  64.047735	  27.844278	   8.107987
 703.000000	  64.059548	  27.749314	   8.191138
 702.000000	  64.165851	  27.673013	   8.161136
 701.000000	  64.276829	  27.521388	   8.201783
 700.000000	  64.325522	  27.487016	   8.187462
 699.000000	  64.472590	  27.364136	   8.163274
 698.000000	  64.463053	  27.309963	   8.226984
 697.000000	  64.606143	  27.218093	   8.175764
 696.000000	  64.758118	  27.078117	   8.163765
 695.000000	  64.726735	  27.013698	   8.259567
 694.000000	  64.988201	  26.959581	   8.052218
 693.000000	  64.943562	  26.828095	   8.228343
 692.000000	  65.095972	  26.743156	   8.160872
 691.000000	  65.224338	  26.717432	   8.058230
 690.000000	  65.292025	  26.563826	   8.144149
 689.000000	  65.400888	  26.461241	   8.137871
 688.000000	  65.492873	  26.342470	   8.164657
 687.000000	  65.513436	  26.267034	   8.219530
 686.000000	  65.692109	  26.168858	   8.139033
 685.000000	  65.811531	  26.119559	   8.068910
 684.000000	  65.907690	  25.993825	   8.098485
 683.000000	  65.935235	  25.845350	   8.219415
 682.000000	  66.038878	  25.751212	   8.209910
 681.000000	  66.249917	  25.673809	   8.076274
 680.000000	  66.297538	  25.575931	   8.126531
 679.000000	  66.527550	  25.492804	   7.979646
 678.000000	  66.565290	  25.382107	   8.052603
 677.000000	  66.665523	  25.277750	   8.056727
 676.000000	  66.737102	  25.179635	   8.083263
 675.000000	  66.891491	  25.068671	   8.039838
 674.000000	  66.999439	  24.994374	   8.006187
 673.000000	  67.168102	  24.903790	   7.928108
 672.000000	  67.220137	  24.801641	   7.978222
 671.000000	  67.427174	  24.748329	   7.824497
 670.000000	  67.495709	  24.634834	   7.869457
 669.000000	  67.588442	  24.509326	   7.902232
 668.000000	  67.702148	  24.399347	   7.898505
 667.000000	  67.838006	  24.356298	   7.805696
 666.000000	  67.915356	  24.239835	   7.844809
 665.000000	  67.980069	  24.149588	   7.870343
 664.000000	  68.217156	  24.077216	   7.705628
 663.000000	  68.371263	  23.970311	   7.658426
 662.000000	  68.412528	  23.896647	   7.690825
 661.000000	  68.504232	  23.825226	   7.670542
 660.000000	  68.673537	  23.754048	   7.572415
 659.000000	  68.778047	  23.635483	   7.586470
 658.000000	  68.899331	  23.565490	   7.535179
 657.000000	  69.007727	  23.501367	   7.490906
 656.000000	  69.114525	  23.410808	   7.474667
 655.000000	  69.186114	  23.359933	   7.453953
 654.000000	  69.373368	  23.262079	   7.364553
 653.000000	  69.416745	  23.197269	   7.385986
 652.000000	  69.546412	  23.101518	   7.352070
 651.000000	  69.623112	  23.041873	   7.335015
 650.000000	  69.684424	  22.947498	   7.368078
 649.000000	  69.845202	  22.915803	   7.238995
 648.000000	  69.923752	  22.849171	   7.227077
 647.000000	  70.060894	  22.799142	   7.139964
 646.000000	  70.098808	  22.748530	   7.152662
 645.000000	  70.208006	  22.702214	   7.089780
 644.000000	  70.325448	  22.630272	   7.044280
 643.000000	  70.326740	  22.567470	   7.105790
 642.000000	  70.443013	  22.509459	   7.047528
 641.000000	  70.550380	  22.466714	   6.982906
 640.000000	  70.581415	  22.452466	   6.966119
 639.000000	  70.715663	  22.399639	   6.884698
 638.000000	  70.751328	  22.371816	   6.876856
 637.000000	  70.765028	  22.334950	   6.900022
 636.000000	  70.918210	  22.308009	   6.773781
 635.000000	  70.956548	  22.295608	   6.747844
 634.000000	  70.992161	  22.271434	   6.736405
 633.000000	  71.029087	  22.242868	   6.728045
 632.000000	  71.033083	  22.210314	   6.756603
 631.000000	  71.077611	  22.194108	   6.728281
 630.000000	  71.085190	  22.205282	   6.709528
 629.000000	  71.113258	  22.206171	   6.680571
 628.000000	  71.137892	  22.202452	   6.659656
 627.000000	  71.164674	  22.206544	   6.628782
 626.000000	  71.115900	  22.203439	   6.680661
 625.000000	  71.152900	  22.206115	   6.640985
 624.000000	  71.183615	  22.203495	   6.612890
 623.000000	  71.140568	  22.242842	   6.616590
 622.000000	  71.162221	  22.245715	   6.592064
 621.000000	  71.069807	  22.273819	   6.656374
 620.000000	  71.060505	  22.306266	   6.633229
 619.000000	  71.052777	  22.319854	   6.627369
 618.000000	  70.955089	  22.362032	   6.682879
 617.000000	  70.951345	  22.418127	   6.630528
 616.000000	  70.884980	  22.464953	   6.650067
 615.000000	  70.838406	  22.503485	   6.658109
 614.000000	  70.768212	  22.563668	   6.668120
 613.000000	  70.749861	  22.631888	   6.618251
 612.000000	  70.644535	  22.681417	   6.674048
 611.000000	  70.553429	  22.745864	   6.700707
 610.000000	  70.460571	  22.807649	   6.731780
 609.000000	  70.365543	  22.882806	   6.751651
 608.000000	  70.324863	  22.946514	   6.728623
 607.000000	  70.219123	  23.045394	   6.735483
 606.000000	  70.059210	  23.116129	   6.824661
 605.000000	  69.949581	  23.214328	   6.836091
 604.000000	  69.847801	  23.293764	   6.858435
 603.000000	  69.690407	  23.390466	   6.919127
 602.000000	  69.534717	  23.498459	   6.966824
 601.000000	  69.440503	  23.593759	   6.965738
 600.000000	  69.291156	  23.686739	   7.022105
 599.000000	  69.097198	  23.783892	   7.118910
 598.000000	  68.938736	  23.902629	   7.158635
 597.000000	  68.778697	  24.034841	   7.186462
 596.000000	  68.620081	  24.151473	   7.228446
 595.000000	  68.442860	  24.283878	   7.273262
 594.000000	  68.298188	  24.415758	   7.286054
 593.000000	  68.151725	  24.537795	   7.310480
 592.000000	  67.949271	  24.648541	   7.402188
 591.000000	  67.757227	  24.783069	   7.459704
 590.000000	  67.629203	  24.935520	   7.435277
 589.000000	  67.356411	  25.040201	   7.603388
 588.000000	  67.130358	  25.178529	   7.691113
 587.000000	  66.958493	  25.323143	   7.718364
 586.000000	  66.774650	  25.457811	   7.767539
 585.000000	  66.535693	  25.599808	   7.864499
 584.000000	  66.328126	  25.737824	   7.934050
 583.000000	  66.160321	  25.882705	   7.956974
 582.000000	  65.951877	  26.024744	   8.023379
 581.000000	  65.709822	  26.175997	   8.114181
 580.000000	  65.488051	  26.333651	   8.178298
 579.000000	  65.294563	  26.488949	   8.216488
 578.000000	  65.075851	  26.646920	   8.277229
 577.000000	  64.845128	  26.793254	   8.361618
 576.000000	  64.604417	  26.940823	   8.454760
 575.000000	  64.435541	  27.092529	   8.471930
 574.000000	  64.220514	  27.258015	   8.521471
 573.000000	  64.003926	  27.402373	   8.593701
 572.000000	  63.780391	  27.560391	   8.659218
 571.000000	  63.553034	  27.719960	   8.727006
 570.000000	  63.329304	  27.867245	   8.803451
 569.000000	  63.111680	  28.029676	   8.858644
 568.000000	  62.924097	  28.201035	   8.874868
 567.000000	  62.736016	  28.360792	   8.903192
 566.000000	  62.477577	  28.510241	   9.012182
 565.000000	  62.260030	  28.662412	   9.077558
 564.000000	  62.063710	  28.832740	   9.103550
 563.000000	  61.846481	  28.965312	   9.188207
 562.000000	  61.647007	  29.122564	   9.230429
 561.000000	  61.459602	  29.315581	   9.224817
 560.000000	  61.253264	  29.453363	   9.293373
 559.000000	  61.036237	  29.585549	   9.378214
 558.000000	  60.822019	  29.742756	   9.435225
 557.000000	  60.640463	  29.898476	   9.461061
 556.000000	  60.445807	  30.045210	   9.508983
 555.000000	  60.262194	  30.188015	   9.549791
 554.000000	  60.100150	  30.322502	   9.577348
 553.000000	  59.918630	  30.475871	   9.605499
 552.000000	  59.723354	  30.635717	   9.640929
 551.000000	  59.546330	  30.772623	   9.681047
 550.000000	  59.391022	  30.921511	   9.687467
 549.000000	  59.204937	  31.065046	   9.730017
 548.000000	  59.045508	  31.187486	   9.767006
 547.000000	  58.901201	  31.328341	   9.770458
 546.000000	  58.737369	  31.479351	   9.783280
 545.000000	  58.601109	  31.612219	   9.786672
 544.000000	  58.457746	  31.733217	   9.809037
 543.000000	  58.309570	  31.863726	   9.826704
 542.000000	  58.158073	  31.998166	   9.843761
 541.000000	  58.008549	  32.111957	   9.879494
 540.000000	  57.890223	  32.229293	   9.880484
 539.000000	  57.761589	  32.351086	   9.887325
 538.000000	  57.659113	  32.475023	   9.865864
 537.000000	  57.528191	  32.584785	   9.887024
 536.000000	  57.418411	  32.685901	   9.895688
 535.000000	  57.320696	  32.808630	   9.870674
 534.000000	  57.227653	  32.921191	   9.851156
 533.000000	  57.155102	  33.019835	   9.825063
 532.000000	  57.049696	  33.111261	   9.839043
 531.000000	  56.955115	  33.192201	   9.852684
 530.000000	  56.867910	  33.276046	   9.856044
 529.000000	  56.790073	  33.372491	   9.837436
 528.000000	  56.708930	  33.455093	   9.835977
 527.000000	  56.638719	  33.535952	   9.825329
 526.000000	  56.610839	  33.619328	   9.769833
 525.000000	  56.566879	  33.699958	   9.733163
 524.000000	  56.499342	  33.762897	   9.737761
 523.000000	  56.458482	  33.833039	   9.708479
 522.000000	  56.410358	  33.901353	   9.688289
 521.000000	  56.384221	  33.956509	   9.659270
 520.000000	  56.361506	  34.019282	   9.619212
 519.000000	  56.328894	  34.073277	   9.597829
 518.000000	  56.322585	  34.117016	   9.560399
 517.000000	  56.319181	  34.170767	   9.510052
 516.000000	  56.312903	  34.227398	   9.459699
 515.000000	  56.310630	  34.275663	   9.413707
 514.000000	  56.317904	  34.308760	   9.373336
 513.000000	  56.322947	  34.343232	   9.333821
 512.000000	  56.333099	  34.372585	   9.294316
 511.000000	  56.353265	  34.418417	   9.228318
 510.000000	  56.370005	  34.461871	   9.168124
 509.000000	  56.388178	  34.505865	   9.105957
 508.000000	  56.413986	  34.533726	   9.052288
 507.000000	  56.471950	  34.575606	   8.952444
 506.000000	  56.529007	  34.602656	   8.868337
 505.000000	  56.569962	  34.605178	   8.824860
 504.000000	  56.614174	  34.633108	   8.752718
 503.000000	  56.684295	  34.652350	   8.663355
 502.000000	  56.735959	  34.646251	   8.617790
 501.000000	  56.809082	  34.665078	   8.525840
 500.000000	  56.866081	  34.666812	   8.467107
 499.000000	  56.921619	  34.651373	   8.427008
 498.000000	  56.968603	  34.609527	   8.421870
 497.000000	  57.021640	  34.558764	   8.419596
 496.000000	  57.083495	  34.543731	   8.372774
 495.000000	  57.141139	  34.511461	   8.347400
 494.000000	  57.170455	  34.438775	   8.390770
 493.000000	  57.200824	  34.380299	   8.418877
 492.000000	  57.276031	  34.334320	   8.389649
 491.000000	  57.268124	  34.268480	   8.463396
 490.000000	  57.303962	  34.214479	   8.481559
 489.000000	  57.361034	  34.171048	   8.467918
 488.000000	  57.377289	  34.121166	   8.501545
 487.000000	  57.392898	  34.070594	   8.536508
 486.000000	  57.373680	  34.001118	   8.625202
 485.000000	  57.401462	  33.953171	   8.645367
 484.000000	  57.398765	  33.907355	   8.693880
 483.000000	  57.346700	  33.816783	   8.836517
 482.000000	  57.296711	  33.710218	   8.993071
 481.000000	  57.269897	  33.691894	   9.038209
 480.000000	  57.251588	  33.715504	   9.032908
 479.000000	  57.211807	  33.744551	   9.043642
 478.000000	  57.182304	  33.785705	   9.031991
 477.000000	  57.143603	  33.815797	   9.040600
 476.000000	  57.101695	  33.836582	   9.061723
 475.000000	  57.037991	  33.865984	   9.096025
 474.000000	  56.944189	  33.883620	   9.172191
 473.000000	  56.861083	  33.901566	   9.237351
 472.000000	  56.747860	  33.941713	   9.310427
 471.000000	  56.668127	  33.996845	   9.335028
 470.000000	  56.542107	  34.045779	   9.412114
 469.000000	  56.424988	  34.099930	   9.475082
 468.000000	  56.291462	  34.164965	   9.543573
 467.000000	  56.170464	  34.247680	   9.581856
 466.000000	  56.046376	  34.317539	   9.636085
 465.000000	  55.900973	  34.415330	   9.683697
 464.000000	  55.756986	  34.515880	   9.727134
 463.000000	  55.608802	  34.621125	   9.770073
 462.000000	  55.462095	  34.717721	   9.820184
 461.000000	  55.297644	  34.818440	   9.883916
 460.000000	  55.156908	  34.931865	   9.911227
 459.000000	  54.989662	  35.023478	   9.986860
 458.000000	  54.810087	  35.119430	  10.070483
 457.000000	  54.635887	  35.210984	  10.153129
 456.000000	  54.474115	  35.308613	  10.217272
 455.000000	  54.277253	  35.396711	  10.326036
 454.000000	  54.119147	  35.483501	  10.397352
 453.000000	  53.955821	  35.590368	  10.453811
 452.000000	  53.780714	  35.685720	  10.533566
 451.000000	  53.626827	  35.761855	  10.611318
 450.000000	  53.444154	  35.824899	  10.730947
 449.000000	  53.268208	  35.897660	  10.834132
 448.000000	  53.181587	  36.006188	  10.812225
 447.000000	  53.017705	  36.083296	  10.898999
 446.000000	  52.852963	  36.151997	  10.995040
 445.000000	  52.705421	  36.177309	  11.117270
 444.000000	  52.593470	  36.241725	  11.164805
 443.000000	  52.499622	  36.289769	  11.210609
 442.000000	  52.367237	  36.389540	  11.243223
 441.000000	  52.276569	  36.476041	  11.247390
 440.000000	  52.174207	  36.548537	  11.277256
 439.000000	  52.094066	  36.603236	  11.302698
 438.000000	  51.987999	  36.652018	  11.359983
 437.000000	  51.924611	  36.701197	  11.374192
 436.000000	  51.880803	  36.773400	  11.345797
 435.000000	  51.828863	  36.819893	  11.351244
 434.000000	  51.788472	  36.822923	  11.388605
 433.000000	  51.742518	  36.885557	  11.371925
 432.000000	  51.713808	  36.904006	  11.382186
 431.000000	  51.683853	  36.941494	  11.374653
 430.000000	  51.687587	  36.954192	  11.358221
 429.000000	  51.652203	  36.965143	  11.382654
 428.000000	  51.648127	  36.972588	  11.379285
 427.000000	  51.671121	  37.006469	  11.322410
 426.000000	  51.622087	  36.975436	  11.402477
 425.000000	  51.608804	  36.959142	  11.432054
 424.000000	  51.635007	  36.980596	  11.384397
 423.000000	  51.619858	  36.988094	  11.392048
 422.000000	  51.630465	  36.970802	  11.398733
 421.000000	  51.625705	  36.977483	  11.396812
 420.000000	  51.670754	  36.964938	  11.364308
 419.000000	  51.658688	  37.010755	  11.330557
 418.000000	  51.643065	  37.006751	  11.350184
 417.000000	  51.622698	  37.003831	  11.373471
 416.000000	  51.537164	  36.998107	  11.464729
 415.000000	  51.492851	  36.971113	  11.536036
 414.000000	  51.506434	  36.979054	  11.514512
 413.000000	  51.411942	  36.981136	  11.606922
 412.000000	  51.292805	  37.015116	  11.692079
 411.000000	  51.195077	  36.998896	  11.806027
 410.000000	  51.051390	  37.008900	  11.939710
 409.000000	  50.914709	  37.015503	  12.069788
 408.000000	  50.733203	  37.023209	  12.243588
 407.000000	  50.504192	  37.019851	  12.475957
 406.000000	  50.302140	  36.994253	  12.703607
 405.000000	  49.986116	  36.966212	  13.047672
 404.000000	  49.713841	  36.917981	  13.368178
 403.000000	  49.368287	  36.845852	  13.785861
 402.000000	  48.960681	  36.768050	  14.271269
 401.000000	  48.554418	  36.645436	  14.800146
 400.000000	  48.067142	  36.487075	  15.445783
 399.000000	  47.539592	  36.331645	  16.128763
 398.000000	  46.977552	  36.112998	  16.909450
 397.000000	  46.410022	  35.886460	  17.703518
 396.000000	  45.770026	  35.594133	  18.635841
 395.000000	  45.034498	  35.297919	  19.667583
 394.000000	  44.363911	  34.965494	  20.670595
 393.000000	  43.468293	  34.520325	  22.011382
 392.000000	  42.744043	  34.129972	  23.125985
 391.000000	  41.892866	  33.693909	  24.413225
 390.000000	  41.041297	  33.212070	  25.746633
 389.000000	  40.136375	  32.729403	  27.134222
 388.000000	  39.334448	  32.258047	  28.407505
 387.000000	  38.490731	  31.758872	  29.750397
 386.000000	  37.616298	  31.288238	  31.095464
 385.000000	  36.725368	  30.793724	  32.480908
 384.000000	  35.903130	  30.358011	  33.738859
 383.000000	  35.083064	  29.883284	  35.033652
 382.000000	  34.273918	  29.378919	  36.347163
 381.000000	  33.485992	  28.962464	  37.551544
 380.000000	  32.649048	  28.497347	  38.853605
 379.000000	  31.874459	  28.047966	  40.077575
 378.000000	  30.989055	  27.186324	  41.824621
 377.000000	  30.136825	  26.640416	  43.222759
 376.000000	  29.281493	  26.165824	  44.552683
 375.000000	  28.523021	  25.708288	  45.768691
 374.000000	  27.654052	  25.154935	  47.191013
 373.000000	  26.806024	  24.676245	  48.517731
 372.000000	  25.976653	  24.137638	  49.885709
 371.000000	  25.096535	  23.521441	  51.382024
 370.000000	  24.229469	  23.002241	  52.768290
 369.000000	  23.329396	  22.479258	  54.191346
 368.000000	  22.489977	  21.948727	  55.561296
 367.000000	  21.624141	  21.436323	  56.939536
 366.000000	  20.775368	  20.881986	  58.342646
 365.000000	  19.976518	  20.384319	  59.639163
 364.000000	  19.215373	  20.003164	  60.781463
 363.000000	  18.529474	  19.562938	  61.907588
 362.000000	  17.833162	  19.254474	  62.912364
 361.000000	  17.175587	  18.966739	  63.857674
 360.000000	  16.567371	  18.651056	  64.781573
 359.000000	  16.009130	  18.453555	  65.537315
 358.000000	  15.495670	  18.254101	  66.250229
 357.000000	  15.017355	  18.073840	  66.908805
 356.000000	  14.571506	  17.903071	  67.525423
 355.000000	  14.124450	  17.729756	  68.145794
 354.000000	  13.749795	  17.631624	  68.618581
 353.000000	  13.363146	  17.516425	  69.120429
 352.000000	  13.029753	  17.426531	  69.543716
 351.000000	  12.698259	  17.283768	  70.017973
 350.000000	  12.404670	  17.234038	  70.361292
 349.000000	  12.128999	  17.111897	  70.759104
 348.000000	  11.841838	  16.976528	  71.181634
 347.000000	  11.588031	  16.865690	  71.546279
 346.000000	  11.353871	  16.781280	  71.864849
 345.000000	  11.136054	  16.655494	  72.208452
 344.000000	  10.919985	  16.534015	  72.546000
 343.000000	  10.734543	  16.398209	  72.867248
 342.000000	  10.562176	  16.302218	  73.135606
 341.000000	  10.397734	  16.210570	  73.391696
 340.000000	  10.234892	  16.089435	  73.675673
 339.000000	  10.134005	  15.992312	  73.873683
 338.000000	   9.983768	  15.822401	  74.193831
 337.000000	   9.871262	  15.684349	  74.444389
 336.000000	   9.789781	  15.536729	  74.673490
 335.000000	   9.641650	  15.423581	  74.934769
 334.000000	   9.588677	  15.231459	  75.179864
 333.000000	   9.462843	  15.080266	  75.456891
 332.000000	   9.409722	  14.953288	  75.636990
 331.000000	   9.375383	  14.786365	  75.838252
 330.000000	   9.348616	  14.697109	  75.954275
 329.000000	   9.315160	  14.607040	  76.077800
 328.000000	   9.278300	  14.556270	  76.165430
 327.000000	   9.270123	  14.507756	  76.222121
 326.000000	   9.237989	  14.482813	  76.279198
 325.000000	   9.256822	  14.460700	  76.282478
 324.000000	   9.204759	  14.425209	  76.370032
 323.000000	   9.168340	  14.473475	  76.358185
 322.000000	   9.182587	  14.504897	  76.312516
 321.000000	   9.206879	  14.555709	  76.237412
 320.000000	   9.231056	  14.593751	  76.175193
 319.000000	   9.402100	  14.551874	  76.046026
 318.000000	  10.655738	  13.961490	  75.382772
 317.000000	  10.646951	  14.053968	  75.299081
 316.000000	  10.632393	  14.108354	  75.259253
 315.000000	  10.640892	  14.122221	  75.236887
 314.000000	  10.620410	  14.150914	  75.228676
 313.000000	  10.635498	  14.188034	  75.176468
 312.000000	  10.680048	  14.196181	  75.123771
 311.000000	  10.669505	  14.280730	  75.049765
 310.000000	  10.624062	  14.258881	  75.117057
 309.000000	  10.642214	  14.333894	  75.023892
 308.000000	  10.686276	  14.333937	  74.979787
 307.000000	  10.676269	  14.385431	  74.938300
 306.000000	  10.646294	  14.385728	  74.967978
 305.000000	  10.642055	  14.444239	  74.913706
 304.000000	  10.723232	  14.502950	  74.773818
 303.000000	  10.679432	  14.530396	  74.790172
 302.000000	  10.682570	  14.663462	  74.653968
 301.000000	  10.715153	  14.678820	  74.606027
 300.000000	  10.711215	  14.693190	  74.595595
 299.000000	  10.682956	  14.693262	  74.623782
 298.000000	  10.660699	  14.722026	  74.617275
 297.000000	  10.661304	  14.739820	  74.598876
 296.000000	  10.695512	  14.835947	  74.468541
 295.000000	  10.681085	  14.787396	  74.531519
 294.000000	  10.732489	  14.869045	  74.398466
 293.000000	  10.674131	  14.878024	  74.447845
 292.000000	  10.671263	  14.937590	  74.391147
 291.000000	  10.663860	  14.937260	  74.398880
 290.000000	  10.713960	  14.979008	  74.307032
 289.000000	  10.666801	  14.936231	  74.396968
 288.000000	  10.631922	  14.945334	  74.422744
 287.000000	  10.644615	  14.996320	  74.359065
 286.000000	  10.673173	  15.067126	  74.259701
 285.000000	  10.691063	  15.026630	  74.282307
 284.000000	  10.670292	  15.077726	  74.251982
 283.000000	  10.598465	  15.081417	  74.320118
 282.000000	  10.654667	  15.070208	  74.275125
 281.000000	  10.643330	  15.088490	  74.268180
 280.000000	  10.620399	  15.098347	  74.281254
 279.000000	  10.574581	  15.131287	  74.294132
 278.000000	  10.613926	  15.133607	  74.252467
 277.000000	  10.608760	  15.169196	  74.222044
 276.000000	  10.627333	  15.205784	  74.166883
 275.000000	  10.620788	  15.241694	  74.137518
 274.000000	  10.614909	  15.327011	  74.058080
 273.000000	  10.589792	  15.398787	  74.011421
 272.000000	  10.582305	  15.449370	  73.968325
 271.000000	  10.568649	  15.494942	  73.936409
 270.000000	  10.563598	  15.546130	  73.890272
 269.000000	  10.575125	  15.655865	  73.769010
 268.000000	  10.579173	  15.757609	  73.663218
 267.000000	  10.626863	  15.880617	  73.492520
 266.000000	  10.569606	  15.977536	  73.452858
 265.000000	  10.537169	  16.026529	  73.436302
 264.000000	  10.529266	  16.130638	  73.340096
 263.000000	  10.532147	  16.250015	  73.217838
 262.000000	  10.553682	  16.356925	  73.089393
 261.000000	  10.551506	  16.498691	  72.949803
 260.000000	  10.526162	  16.595274	  72.878564
 259.000000	  10.495860	  16.704845	  72.799295
 258.000000	  10.495131	  16.827867	  72.677002
 257.000000	  10.540916	  16.980230	  72.478854
 256.000000	  10.604258	  17.099027	  72.296715
 255.000000	  10.593382	  17.203981	  72.202637
 254.000000	  10.581821	  17.298188	  72.119991
 253.000000	  10.581079	  17.399759	  72.019162
 252.000000	  10.598928	  17.531596	  71.869476
 251.000000	  10.608265	  17.623716	  71.768019
 250.000000	  10.647699	  17.708184	  71.644117
 249.000000	  10.634559	  17.812913	  71.552528
 248.000000	  10.598233	  17.934394	  71.467373
 247.000000	  10.630792	  18.087391	  71.281817
 246.000000	  10.637156	  18.215377	  71.147467
 245.000000	  10.631390	  18.316106	  71.052504
 244.000000	  10.703144	  18.463773	  70.833083
 243.000000	  10.775361	  18.623726	  70.600913
 242.000000	  10.758059	  18.799054	  70.442887
 241.000000	  10.680868	  18.873560	  70.445572
 240.000000	  10.718002	  19.097643	  70.184355
 239.000000	  10.769144	  19.267760	  69.963096
 238.000000	  10.752744	  19.371979	  69.875277
 237.000000	  10.785399	  19.599619	  69.614982
 236.000000	  10.831799	  19.808181	  69.360020
 235.000000	  10.845734	  20.050527	  69.103739
 234.000000	  10.854184	  20.260368	  68.885448
 233.000000	  10.873932	  20.630862	  68.495206
 232.000000	  10.929184	  20.987679	  68.083137
 231.000000	  10.938988	  21.258211	  67.802801
 230.000000	  10.943804	  21.489798	  67.566398
 229.000000	  10.964222	  21.607974	  67.427804
 228.000000	  10.915862	  21.732493	  67.351645
 227.000000	  10.895223	  21.960597	  67.144180
 226.000000	  10.903748	  22.102511	  66.993741
 225.000000	  10.870280	  22.194158	  66.935562
 224.000000	  10.849923	  22.345739	  66.804338
 223.000000	  10.805172	  22.459154	  66.735674
 222.000000	  10.734760	  22.444531	  66.820709
 221.000000	  10.679921	  22.405132	  66.914947
 220.000000	  10.571818	  22.316129	  67.112053
 219.000000	  10.521381	  22.322601	  67.156018
 218.000000	  10.491681	  22.307853	  67.200466
 217.000000	  10.379421	  22.253295	  67.367284
 216.000000	  10.256934	  22.239517	  67.503549
 215.000000	  10.143306	  22.178986	  67.677708
 214.000000	  10.054410	  22.177338	  67.768252
 213.000000	   9.986094	  22.081816	  67.932090
 212.000000	   9.842576	  21.945153	  68.212271
 211.000000	   9.737071	  21.858307	  68.404622
 210.000000	   9.574240	  22.070138	  68.355622
 209.000000	   9.362534	  22.056649	  68.580817
 208.000000	   9.307080	  21.987536	  68.705384
 207.000000	   9.279267	  22.192187	  68.528546
 206.000000	   9.236133	  22.319333	  68.444534
 205.000000	   9.121461	  22.497843	  68.380696
 204.000000	   9.070558	  22.865663	  68.063779
 203.000000	   9.148482	  23.614846	  67.236672
 202.000000	   9.196119	  24.282591	  66.521290
 201.000000	   9.237581	  24.989731	  65.772688
 200.000000	   9.318667	  26.291298	  64.390035
